Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
55881,Pattern Recognition and Machine Learning,Christopher M. Bishop,"Bishop, Christopher M.",,"=""0387310738""","=""9780387310732""",0,4.30,Springer,Hardcover,738,2011,2006,,2020/01/22,"to-read, academic, computer-science, artificial-intelligence, information-science","to-read (#290), academic (#34), computer-science (#45), artificial-intelligence (#3), information-science (#7)",to-read,,,,0,,,0,,,,,
27840611,Four Views on Christianity and Philosophy,Paul M. Gould,"Gould, Paul M.","K. Scott Oliphint, Timothy McGrew, Paul Moser, Richard Brian Davis, Stanley N. Gundry","=""0310521149""","=""9780310521143""",3,3.65,Zondervan Academic,Paperback,240,2016,,,2017/04/13,"christian, philosophy","christian (#48), philosophy (#33)",read,"Oppy's writing for Naturalism is worth reading this book. Other that that, I feel that you cannot conclude much from it, yet you might learn about different views within Philosophy and Christianity intersecting. <br/><br/>Deus Vult, <br/>Gottfried",,,1,,190,0,,,,,
174276,"Causality: Models, Reasoning, and Inference",Judea Pearl,"Pearl, Judea",,"=""0521773628""","=""9780521773621""",0,4.13,Cambridge University Press,Hardcover,400,2000,2000,,2020/01/15,"currently-reading, academic, artificial-intelligence, computer-science, information-science, philosophy, sociology","currently-reading (#34), academic (#33), artificial-intelligence (#2), computer-science (#44), information-science (#6), philosophy (#85), sociology (#11)",currently-reading,,,,1,,,0,,,,,
8677004,The Art of Readable Code,Dustin Boswell,"Boswell, Dustin",Trevor Foucher,"=""0596802293""","=""9780596802295""",4,3.96,O'Reilly Media,Paperback,204,2011,2010,,2020/01/13,"computer-science, information-science","computer-science (#43), information-science (#5)",read,"I took this book to help me establish important habits of writing code. I would recommend this to anyone whose daily work involves programming or software development. <br/><br/>Let me try to summarize in few paragraphs: <br/><br/>The fundamental theorem of code is that it is code written must be easier to understand. <br/><br/>To make surface level improvements in our code, we want to define variables, functions with precise words, information packed comments and formatting in such a way that readability is easy. <br/><br/>We want to make sure to pack enough information to be clear, precise in naming variables i.e. Kill(), Pause() instead of Stop(). At times, other programmers might misconstrue names from our programs, we want to make sure we think of other programmers and how they would interpret our code. <br/><br/>Comments are invaluable and should be used only when it helps in understanding the code better. We follow standard left to right value variable while using control flow and minimize as much as possible for using deep nested loops. In case of complex expressions or giant expressions, as much as we can minimize mental stack for other programmers, it is easier to maintain, code is less likely to create bugs. <br/><br/>As much as possible, the essential functions can be implemented from pertinent programming library so that we write less code. Each function needs to contain one task at a time and organize as much modules, functions as possible. <br/><br/>I have a summary of entire book, if you do want it, PM me. <br/><br/>Deus Vult, <br/>Gottfried",,,1,,,0,,,,,
1250904,The Collapse of the Soviet Union: A Very Short Introduction,Stephen Kotkin,"Kotkin, Stephen",,"=""0192802003""","=""9780192802002""",3,3.67,"Oxford University Press, USA",Paperback,,2002,2002,,2020/01/13,"audio-book, history","audio-book (#3), history (#95)",read,,,,1,,,0,,,,,
880735,The Mathematical Theory of Communication,Claude Shannon,"Shannon, Claude",Warren Weaver,"=""0252725484""","=""9780252725487""",0,4.36,University of Illinois Press,Paperback,125,1963,1949,,2020/01/11,"to-read, engineering, information-science, computer-science","to-read (#289), engineering (#15), information-science (#4), computer-science (#42)",to-read,,,,0,,,0,,,,,
152175,Lost Victories: The War Memoirs of Hitler's Most Brilliant General,Erich von Manstein,"Manstein, Erich von","B.H. Liddell Hart, Martin Blumenson","=""0760320543""","=""9780760320549""",0,4.12,Zenith Press/MBI Publishing Company,Paperback,592,2004,1955,,2020/01/10,"to-read, military","to-read (#288), military (#6)",to-read,,,,0,,,0,,,,,
416835,Anti-Machiavel,Frederick the Great,"Great, Frederick the",,"=""0821405985""","=""9780821405987""",4,3.58,Ohio Univ Pr,Paperback,174,1981,1741,,2020/01/06,,,read,"Fredrick the Great tutored under Voltaire writes this as Machiavelli's work were popular among European kings. The Crux of Fredrick the Great's thought is that one can't be mischievous and put people against each another. Most decried Machiavelli but followed it regardless in their political thought.<br/><br/>I would recommend this only if you're interested in Fredrick the Great's thought, writings. <br/><br/>Deus Vult, <br/>Gottfried<br/>",,,1,,,0,,,,,
3176282,How to Think About Algorithms,Jeff Edmonds,"Edmonds, Jeff",,"=""""","=""9780521614108""",0,3.86,Cambridge University Press,Paperback,472,2008,2008,,2020/01/06,"currently-reading, academic, computer-science","currently-reading (#33), academic (#32), computer-science (#41)",currently-reading,,,,1,,,0,,,,,
34201498,Stalin: Waiting for Hitler 1929-1941,Stephen Kotkin,"Kotkin, Stephen",,"=""1594203806""","=""9781594203800""",3,4.48,Penguin,Hardcover,1184,2017,2017,,2020/01/05,"audio-book, history, biology","audio-book (#2), history (#94), biology (#3)",read,,,,0,,,0,,,,,
20821221,"Stalin: Volume I: Paradoxes of Power, 1878-1928",Stephen Kotkin,"Kotkin, Stephen",,"=""1594203792""","=""9781594203794""",3,3.85,Penguin Press,Hardcover,976,2014,2014,,2020/01/03,"history, biographies, audio-book","history (#93), biographies (#13), audio-book (#1)",read,,,,1,,,0,,,,,
20584064,"A Deadly Triangle: Afghanistan, Pakistan, and India",William Dalrymple,"Dalrymple, William",,"=""1306316383""","=""9781306316385""",2,3.79,Brookings Institution Press,ebook,29,2014,2013,,2020/01/01,history,history (#92),read,,,,1,,,0,,,,,
3039396,India by Al-Biruni,Quyamuddin Ahmad,"Ahmad, Quyamuddin","Abu Rayhan Al-Biruni, Ahmad","=""8123702892""","=""9788123702896""",0,4.07,National Book Trust,Paperback,306,2004,2004,,2019/12/30,"to-read, history","to-read (#287), history (#91)",to-read,,,,0,,,0,,,,,
144522,Meditations and Other Metaphysical Writings,René Descartes,"Descartes, René",Desmond M. Clarke,"=""0140447016""","=""9780140447019""",3,3.66,Penguin Classics,Paperback,256,1998,1641,,2016/01/08,philosophy,philosophy (#84),read,,,,1,,,0,,,,,
31862,Discourse on Method and Meditations on First Philosophy,René Descartes,"Descartes, René",Donald A. Cress,"=""0872204200""","=""9780872204201""",3,3.73,"Hackett Publishing Company, Inc.",Paperback,103,1999,1637,,2015/12/22,philosophy,philosophy (#83),read,,,,1,,,0,,,,,
306586,How the West Grew Rich: The Economic Transformation Of The Industrial World,Nathan Rosenberg,"Rosenberg, Nathan",L.E. Birdzell Jr.,"=""0465031099""","=""9780465031092""",0,3.65,Basic Books,Paperback,368,1987,1985,,2019/12/27,"to-read, history, economics","to-read (#286), history (#90), economics (#10)",to-read,,,,0,,,0,,,,,
23474897,Defying the Odds: The Rise of Dalit Entrepreneurs,Devesh Kapur,"Kapur, Devesh","D. Shyam Babu, Chandra Bhan Prasad","=""""","=""""",3,3.85,Vintage Books/Random House India,Kindle Edition,271,2014,2014,,2019/12/25,"biographies, cultures, history","biographies (#12), cultures (#21), history (#89)",read,"An Impressive book of various Entrepreneurs in India from Dalit Community. Growing up in Tamil Nadu, India - I did hear stories from various communities. <br/><br/>But I do think, this needs to be re-told and shared among many people in India. I am not familiar with life-style of people outside of Tamil Nadu, India. I would recommend this to anyone who is interested in Business, India, Caste System. <br/><br/><br/><br/>Deus Vult<br/>-Gottfried<br/>",,,1,,,0,,,,,
13454654,Return of a King: The Battle for Afghanistan,William Dalrymple,"Dalrymple, William",,"=""1408818302""","=""9781408818305""",3,4.31,Bloomsbury Publishing ,Hardcover,515,2013,2013,,2019/12/24,history,history (#88),read,,,,1,,,0,,,,,
246422,"The Gulag Archipelago, 1918-1956: An Experiment in Literary Investigation, Books I-II",Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr","Thomas P. Whitney, Georgi Plekhanov, Leon Trotsky","=""0060803320""","=""9780060803322""",0,4.33,Harper & Row,Mass Market Paperback,660,1974,1973,,2019/12/24,"to-read, history","to-read (#285), history (#87)",to-read,,,,0,,,0,,,,,
356731,The Limits of State Action,Wilhelm von Humboldt,"Humboldt, Wilhelm von",J.W. Burrow,"=""0865971099""","=""9780865971097""",5,3.80,Liberty Fund Inc.,Paperback,161,1993,1851,2017/02/04,2017/02/04,philosophy,philosophy (#29),read,"This is one of the best books that I've read as it helped me to think better. <br/><br/>Humboldt says -- To what end state institutions should be set to their activity is the design of the whole book and most important question. Humboldt's writing is dense and penetrating.<br/><br/><br/>I learned about Freedom and could see how America has it in their conscious thought. My favorite part of the book was, when he said, ""Men who love labor for its own sake, improve it by their plastic genius and inventive skill, cultivate intellect and refine their pleasures.""<br/><br/>I would recommend this book to Political philosophers.",,,1,,,0,,,,,
13766064,The Psychology Book: Big Ideas Simply Explained,Catherine Collin,"Collin, Catherine","Joannah Ginsburg, Marcus Weeks, Merrin Lazyan, Nigel C. Benson, Voula Grand","=""0756689708""","=""9780756689704""",3,4.17,DK,Hardcover,352,2012,2011,,2019/12/22,psychology,psychology (#10),read,"An Easy read to give an overview of Psychological schools. <br/><br/>I read this book to understand influence of Behavior Psychology on Reinforcement Learning. <br/><br/>I definitely do think if someone comes from a Religious Background, they'd approach it in a different manner i.e more assumptions about the world. <br/><br/>He might want to approach Psychology from their perspective. There should be a branch of Psychology for theists. I think concepts of soul (debatable) but perhaps through William James's thought, could be pragmatic [useful to believe].<br/><br/>I didn't find any in this book nor have come across. <br/><br/>Deus Vult, <br/>Gottfried ",,,1,,,0,,,,,
317213,Moltke on the Art of War: Selected Writings,Helmuth von Moltke,"Moltke, Helmuth von","Daniel J. Hughes, Harry Bell","=""0891415750""","=""9780891415756""",0,4.03,Presidio Press,Paperback,288,1995,1993,,2019/12/22,"to-read, military","to-read (#284), military (#5)",to-read,,,,0,,,0,,,,,
40590851,The Beauty of Mathematics in Computer Science,Jun Wu,"Wu, Jun",,"=""1138049603""","=""9781138049604""",4,4.38,CRC Press,Paperback,268,2018,,2019/12/19,2019/12/16,"computer-science, engineering, math","computer-science (#38), engineering (#13), math (#10)",read,"This book is important for computer scientist, mathematicians, statisticians, software engineers. <br/>Because, it gives an outline of mathematical tools one needs to grasp solve problems in technology industry. <br/><br/>One cannot know everything but one needs to have an outline of what mathematical tools might be needed in the future to solve a problem. The broad scope of the book is to give the reader, an understanding of mathematics in Modern Computing especially through Author’s experience as a Research Scientist in Google.  <br/><br/>The Purpose of this book is not to go into details of hidden algorithms behind a product. <br/><br/>We could reformulate the above as, the purpose is to give a gentle introduction to mathematical theories intuitively behind products, rather than software documentation or algorithms. <br/><br/>I took this book to help me categorize mathematics and how one uses them in industry. The Book is well-written and stories intertwined behind products inspire you. <br/><br/>The Chapter on Andrew Viterbi was the best for me. <br/><br/>Outline: <br/><br/>1- Words, Languages, Numbers & Information<br/>2-NLP: From Rules to Statistics <br/>3- Statistical Language Model<br/>4-Word Segmentation<br/>5-Hidden Markov Model<br/>6-Quantifying Information<br/>7-Jelinek and Modern Language processing<br/>8-Boolean Algebra and Search Engines<br/>9-Graph theory and Web Crawlers <br/>10-Page Rank: Google’s ranking technology <br/>11- Relevance in Web Search<br/>12-Finite state machines and Dynamic Programming, <br/>Google Maps & Navigation<br/>13-Google’s Designer Ak-47, Dr. Amit Signal<br/>14-Cosine and News Classification <br/>15-Solving classification problem in text processing with matrices<br/>16-Information fingerprint and application<br/>17-Mathematical principles of Cryptography<br/>18-Search Engine’s problem: Anti-Spam, authoritativeness <br/>19-Importance of Mathematical models<br/>20-Don’t put all your eggs in one basked: Principle of Maximum Entropy<br/>21-Mathematical Principles of Chinese input method editors <br/>22-Bloom Filters<br/>23-Bayesian Network: Extension of Markov Chain<br/>24-Conditional random fields, syntactic parsing<br/>25-Andrew Viterbi and Viterbi algorithm<br/>26-God’s algorithm: Expectation max Algorithm<br/>27-Logistic Regression and Web Search Advertisement<br/>28-Google Brain and Artificial neural network<br/>29: Power of Big Data<br/><br/><br/>Deus Vult,<br/>Gottfried<br/>",,,1,,,0,,,,,
455525,The Only Wise God: The Compatibility of Divine Foreknowledge & Human Freedom,William Lane Craig,"Craig, William Lane",,"=""1579103162""","=""9781579103163""",4,4.26,Wipf & Stock Publishers,Paperback,160,2000,,2016/05/20,2016/05/21,"christian, philosophy","christian (#30), philosophy (#19)",read,"Bill Craig is a prolific writer, the forefront of Christian Evangelical philosophy. In this book, Bill craig talks about Divine Foreknowledge and Freedom. <br/><br/>A lot of people (including myself), struggle with God's Sovereignty and freedom. He begins from biblical foundation, And shows how this topic intersects logic, philosophy and real life. Sometimes, you will hear people believing in Fate. The Early church fathers tackled this problem. In Tamil, people call it as ""Vidhi"", meaning whatever you do will not change the outcome. <br/><br/>Bill breezes through theological fatalism, and shows there's a logical fallacy. I would ask you to read the book to know more on this topic. Overall, a great book. My favorite part was his syllogism showing both are not at odds with each other. The last chapter is on Middle Knowledge, the fruitful concept of counterfactuals. <br/><br/>Deus Vult, <br/>Gottfried",,,1,,,0,,,,,
67891,The Undiscovered Self,C.G. Jung,"Jung, C.G.",R.F.C. Hull,"=""0451217322""","=""9780451217325""",3,4.14,Signet,Paperback,112,2006,,2016/02/24,2016/02/24,psychology,psychology (#2),read,"Jung says, people have lost their self (individuality). We ought to encourage people to discover this unconscious-self. He is terrified by mass ideology forced upon a society, given the fact that he wrote this during the period of Nazism, Communism. <br/><br/>The masses, society has forced us to lose our own identity. As I kept reading the book, I thought of celebrities, politicians who created a false image, they hide their real self but show off an abstract ideal, which doesn't exist. I think, Pornography creates an ideal image of women, who do not exist in real life. <br/><br/>Jung says, Self-knowledge helps us to know get closer to our real self, although we can never truly understand ourselves. He criticizes institutionalized Christianity as it is similar to a Government forcing an abstract.<br/>Overall, I am intrigued to think more on Psychology.<br/><br/>Have a great read. I would recommend this to anyone who is interested in Psychology <br/><br/>Deus Vult,<br/>Gottfried",,,1,,,0,,,,,
36319077,The Case Against Education: Why the Education System Is a Waste of Time and Money,Bryan Caplan,"Caplan, Bryan",,"=""0691174652""","=""9780691174655""",2,4.01,Princeton University Press,Hardcover,416,2018,2018,,2019/11/11,education,education (#4),read,"I think there's good case against Education. But I think the author did not quite make his case. <br/><br/>When he said, Philosophy as useless -- I think, I had to chuck his thoughts on it. <br/><br/>I've spent enough time in reading, understanding Philosophy. It's complicated, requires intense effort and understanding to finish a simple Kantian Book. <br/><br/>What do we gain after it?  <br/><br/>- We engage with best minds in Human Civilization<br/>- Our thoughts are raised to a higher level <br/>- Our thoughts are shaped by best thinkers<br/>- They become systematic<br/>- We can learn abstract, conceptual thought by reading Philosophy. <br/>- We can expand and understand new fields of Human Knowledge as Philosophy is the foundation<br/><br/>Overall, I would recommend this to someone who want to rant against Modern Education. There's a lot we can work on improving Modern Education. <br/><br/>But I wouldn't throw a blanket statement on calling it useless. <br/><br/>Deus Vult,<br/>Gottfried<br/>",,,1,,,0,,,,,
29622743,Learning Patterns: A Pattern Language for Creative Learning,Takashi Iba,"Iba, Takashi",,"=""1312408855""","=""9781312408852""",3,4.00,Lulu.com,Paperback,134,2018,,2018/06/24,2018/06/23,"architecture, education","architecture (#3), education (#3)",read,"Takashi follows Christopher Alexander's Pattern Language in Learning. An Easy, short read for people who want to figure out different ways of learning. I find how one can apply pattern language into different forms of human knowledge.<br/><br/>--Deus Vult<br/>Gottfried ",,,1,,,0,,,,,
1054330,The Greatest Lesson I've Ever Learned,Bill Bright,"Bright, Bill",Vonette Bright,"=""1563992450""","=""9781563992452""",3,3.67,,,,,1991,,2018/01/12,christian,christian (#93),read,"Steve Douglass, President of Cru gave this book to me. A Short interesting read on glimpses of Christian Men. <br/><br/>--Deus Vult<br/>Gottfried",,,1,,,0,,,,,
1312454,Basic Machines and How They Work,Naval Education and Training Program Development Center,"Center, Naval Education and Training Program Development",U.S. Department of the Navy,"=""0486217094""","=""9780486217093""",3,3.96,Dover Publications,Paperback,128,1971,1971,2017/07/14,2017/07/13,engineering,engineering (#14),read,"A Great Introduction to Basic Machines, it builds up slowly and ends with Powertrains. <br/><br/>--Deus Vult <br/>Gottfried.<br/>",,,1,,,0,,,,,
249024,Basic Christianity,John R.W. Stott,"Stott, John R.W.",Rick Warren,"=""0830834036""","=""9780830834037""",3,4.16,IVP Books,Paperback,179,2006,1958,2016/11/13,2016/11/13,christian,christian (#92),read,"John Stott in this book goes through basics of Christian faith. It's simple, easy read and loved his lucid writing. I would recommend this for new followers of Christ, and skeptics who want to understand what the Christian faith really means. <br/><br/>--Deus Vult<br/>Gottfried ",,,1,,,0,,,,,
7951920,Introducing Shakespeare: A Graphic Guide,Nick Groom,"Groom, Nick",Piero,"=""184831115X""","=""9781848311152""",2,3.39,Icon Books,Paperback,176,2010,1997,2016/10/25,2016/10/25,literature,literature (#6),read,"I really thought that this would give me an introduction to his works. However, this goes on to explain what others think of Shakespeare from 16th Century till now. Not worth your time if you want to read introduction to his works. <br/>",,,1,,,0,,,,,
27309858,Computer Science: A Very Short Introduction,Subrata Dasgupta,"Dasgupta, Subrata",,"=""0198733461""","=""9780198733461""",4,3.61,"Oxford University Press, USA",Paperback,144,2016,,2016/07/18,2016/07/21,computer-science,computer-science (#40),read,"A Great introduction to fields within Computer Science. In the Epilogue, the author asks, is Computer Science, an Universal Science? I would say, yes. I'd say, you can pretty much combine computational methods to any field of science. <br/><br/>Computer Science is complex, and solid field. The Chapter on Computer Architecture was difficult to understand, I am puzzled on the abstractions and levels within Architecture. <br/><br/>Overall, a great book for an introduction. ",,,1,,,0,,,,,
18940239,The Politics Book,Paul    Kelly,"Kelly, Paul",,"=""""","=""""",4,4.11,DK Publishing,Kindle Edition,,2013,2013,2016/05/11,2016/05/10,politics,politics (#3),read,"Big Ideas, Big pictures are useful to understand what each thinkers are trying to achieve. This book gives a broad outline of Political Philosophy. I was surprised to see Mahatma Gandhi included in it. <br/>If you like to know brief history of political philosophy, I would recommend this for the start. <br/><br/>--Gottfried ",,,1,,,0,,,,,
6323955,Beauty,Roger Scruton,"Scruton, Roger",,"=""019955952X""","=""9780199559527""",3,3.92,"Oxford University Press, USA",Hardcover,223,2009,2009,2016/07/06,2016/03/26,philosophy,philosophy (#82),read,"I took this book to read, after listening to Scruton's view of Beauty. He says beauty cannot be deduced as a syllogism. The first 60 pages of this book are worth reading. When you describe something as beautiful, you are describing it, not your feelings. Each desire is specific to its object because it is a desire for that person as the individual. Beauty invites us to focus on the individual object. His example of merely a body and embodied was thought provoking. It intrigues me always, that a person is not just flesh but their eyes is a window to their soul. <br/><br/>Some interesting quotes, <br/><br/>""Beauty is for its own sake.""<br/><br/>""State of mind is judgement of beauty.""<br/><br/>""Wanting something for beauty is to contemplate it.""<br/><br/>Deus Vult<br/>--Gottfried ",,,1,,,0,,,,,
17912916,Data Science for Business: What you need to know about data mining and data-analytic thinking,Foster Provost,"Provost, Foster",Tom Fawcett,"=""1449361323""","=""9781449361327""",5,4.16,O'Reilly Media,Paperback,414,2013,2013,2016/02/24,2016/02/16,"academic, computer-science, business","academic (#5), computer-science (#39), business (#6)",read,"This is a great book from a Business perspective on Data Science, I would definitely recommend this to anyone interested in doing business. It is fascinating, to see how data science is intersecting every fields. <br/>",,,1,,,0,,,,,
615103,Rhetorica ad Herennium,Marcus Tullius Cicero,"Cicero, Marcus Tullius",Harry Caplan,"=""0674994442""","=""9780674994447""",3,3.98,Harvard University Press,Hardcover,496,1954,-50,2016/02/18,2015/11/10,"philosophy, rhetoric","philosophy (#8), rhetoric (#3)",read,"I came across this book from Douglas Wilson. I would recommend his book, ""The Rhetoric Companion"" unless you want in depth details. This book nails everything on Rhetoric. I loved the section about Memory.",,,1,,,0,,,,,
20656089,Indian Polity,M. Laxmikanth,"Laxmikanth, M.",,"=""""","=""""",3,4.42,McGraw Hill Education,Kindle Edition,728,2013,2009,,2015/10/27,"upsc, history, politics","upsc (#3), history (#74), politics (#2)",read,,,,1,,,0,,,,,
26015872,Introduction to the Constitution of India,Durga Das Basu,"Basu, Durga Das",,"=""935143446X""","=""""",3,4.22,LexisNexis,Paperback,588,2015,1960,,2015/10/27,"upsc, history, law","upsc (#1), history (#65), law (#5)",read,,,,1,,,0,,,,,
17450636,Indian Economy,Ramesh Singh,"Singh, Ramesh",,"=""0070704929""","=""9780070704923""",4,4.00,Tata McGraw Hill,Paperback,,2010,2010,,2015/10/27,"upsc, economics","upsc (#2), economics (#9)",read,,,,1,,,0,,,,,
19111002,Principles of Human Knowledge,George Berkeley,"Berkeley, George",,"=""146640339X""","=""9781466403390""",4,3.67,Createspace,Paperback,88,2011,1710,,2015/10/05,philosophy,philosophy (#81),read,,,,1,,,0,,,,,
24524664,Holy Bible: English Standard Version,Anonymous,"Anonymous, Anonymous",,"=""0007360657""","=""""",5,4.54,Collins,Imitation Leather,1088,2010,,,2015/10/05,christian,christian (#91),read,,,,1,,,0,,,,,
18288,Critique of Pure Reason,Immanuel Kant,"Kant, Immanuel","Paul Guyer, Allen W. Wood","=""0521657296""","=""9780521657297""",5,3.95,Cambridge University Press,Paperback,796,1999,1781,2016/03/21,2015/09/18,"philosophy, academic","philosophy (#10), academic (#31)",read,"Kant is systematic, thorough. I like his way of writing. He is intense, And dense, part of the reasons is because of concepts, definitions. However, I do not think he is the most difficult writer. The brilliant, deepest thinker so far I know is Jonathan Edwards. Kant is crucial to modern Philosophy, definitely worth reading his piece if you enjoy Philosophy. <br/><br/>The important things I learnt from this book was that, Knowledge we gain is systematized through our senses. Yes, our knowledge starts from experience but Kant does not claim that every knowledge must be from experience alone or through reason alone. He calls his system transcendental knowledge, which does not mean beyond our experience but it means knowledge which both synthetical and a priori. <br/><br/>Imagine you are wearing a blue glasses, And looking at the world. The world will be blue through your eyes, which you will never get to find out. Therefore, we are unable to completely understand the world. He classifies these as Noumena and Phenomena. Noumena is the reality, the thing itself and Phenomena is the appearance. Space and time constitute as a foundation for everything. His writings on cosmological, ontological arguments were impressive and makes me think more. <br/><br/><br/>""Thoughts without content are empty, intuitions without concepts are blind"" - Kant",,,1,,,0,,,,,
148115,Does God Exist?: The Debate Between Theists & Atheists,J.P. Moreland,"Moreland, J.P.",Kai Nielsen,"=""0879758236""","=""9780879758233""",2,3.59,Prometheus Books,Paperback,320,1993,1990,,2015/08/08,"christian, theology, philosophy","christian (#90), theology (#20), philosophy (#80)",read,,,,1,,,0,,,,,
80311,A Treatise of Human Nature,David Hume,"Hume, David",,"=""1406927554""","=""9781406927559""",2,3.93,Hard Press,Paperback,434,2006,1740,,2015/08/07,philosophy,philosophy (#79),read,,,,1,,,0,,,,,
213367,Desiring God: Meditations of a Christian Hedonist,John Piper,"Piper, John",,"=""1590521196""","=""9781590521199""",5,4.14,Multnomah Books,Paperback,369,2003,1986,,2015/08/07,christian,christian (#89),read,,,,1,,,0,,,,,
437142,The Philosophy of Aristotle,Aristotle,"Aristotle, Aristotle","J.L. Creed, A.E. Wardman","=""0451627830""","=""9780451627834""",4,3.86,Mentor/Signet Books,Paperback,432,1963,-322,,2015/08/07,"academic, philosophy","academic (#30), philosophy (#78)",read,,,,1,,,0,,,,,
25645133,"What to Do When You're New: How to Be Comfortable, Confident, and Successful in New Situations",Keith Rollag,"Rollag, Keith",,"=""0814434894""","=""9780814434895""",1,3.04,AMACOM,Paperback,240,2015,2015,,2019/12/15,sociology,sociology (#10),read,"A Pop Self-Help Book. I think, this is written for popular audience. I've been new to many places, many situations. It usually takes 6 months - 18 months to be familiar. <br/><br/>Anxiety comes from uncertainty. I was expecting the author to give some real-content on sources of it, dealing with it. But it looks like one doesn't need to read this to figure it out. I remember once, I had to go to a business meeting for a corporation. I had no clue how to get to the meeting. I was new in town. I came off as nervous, anxious. While, it is natural for all new people. The one's that have lived in the same place for 10+ years would brush you off. <br/><br/>But hey, try moving somewhere and figuring out how to get somewhere by your own self, without anyone guiding you. <br/><br/><br/>If you're 8-16 years old, I would recommend this book to learn basic skills of reading. <br/><br/>Deus Vult,<br/>Gottfried",,,1,,,0,,,,,
43713,Structure and Interpretation of Computer Programs (MIT Electrical Engineering and Computer Science),Harold Abelson,"Abelson, Harold","Gerald Jay Sussman, Julie Sussman","=""0262510871""","=""9780262510875""",5,4.46,MIT Press,Paperback,657,1996,1984,2019/12/12,2019/10/29,"computer-science, academic","computer-science (#25), academic (#29)",read,"I came across this book, to help me understand, behind the scenes of Computing. <br/><br/>As with the reviews, I do believe this is an important book. It's going to help you form abstraction. It will give you the foundational base. <br/><br/>Sometimes, I dream that a Computer is layers of the movie Inception. <br/><br/>Too many times, I come across people in industry -- who would say, I program in 10 different languages, and thump their chest. There's nothing wrong with a person who has the ability to program in 10 different languages. <br/><br/>The more important ability -- is to master abstraction, represent problem-sets and solve them. For this, one can use a programming language of his own choice contingent upon the requirements. <br/><br/>If you do not read this book, Yes, I'd reiterate you'd be a garbage programmer. This is regardless of domain or language. <br/><br/>I really appreciated this book. It uses LISP. I think, what matters to a reader is raising the ability of understanding. If you want a summary of it, do send me a message.<br/><br/>I would recommend this to anyone involved with building software, researchers, engineers. <br/><br/>Deus Vult,<br/>Gottfried",,,1,,,0,,,,,
